# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 21 02:22:32 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%TOI-%%%%%'
# CONSTRAINT:  and sy_snum = 1
# CONSTRAINT:  and sy_pnum = 1
# CONSTRAINT:  and soltype like '%Published Confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-1659.01,TOI-1659,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,5.87755632800,0.00001473200,-0.00001813900,0,0.0657570000,0.0026860000,-0.0029200000,0,2.25500000,0.25400000,-0.15700000,0,0.20117797,0.02266040,-0.01400663,0,,,,,,,,,,,,,,268.4400,45.3100,-38.4800,0,,,,,,5977.00,131.00,-131.00,0,1.006000,0.048000,-0.048000,0,1.100000,0.140000,-0.140000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m42.05s,277.9251938,+82d18m21.42s,82.3059487,122.49400000,0.30800000,-0.30600000,10.0780000,0.0040000,-0.0040000,8.7020000,0.0200000,-0.0200000,9.9758800,0.0007060,-0.0007060
TOI-1680 b,TOI-1680,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GHACHOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230705368G/abstract target=ref>Ghachoui et al. 2023</a>,4.80263450000,0.00000400000,-0.00000390000,0,0.0314400000,0.0002500000,-0.0002600000,0,1.46600000,0.06300000,-0.04900000,0,0.13078799,0.00562049,-0.00437149,0,,,,,,,,,,,,,,4.4100,0.6200,-0.5500,0,404.00,14.00,-14.00,0,M4.5+/-0.5,3225.00,99.00,-100.00,0,0.210600,0.006100,-0.004800,0,0.179800,0.004400,-0.004400,0,0.0400,0.2000,-0.2000,0,[Fe/H],5.046000,0.027000,-0.021000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m15.35s,292.3139790,+65d58m25.69s,65.9738018,37.22090000,0.06170000,-0.06140000,15.8700000,0.2000000,-0.2000000,10.8210000,0.0200000,-0.0200000,14.6457000,0.0005370,-0.0005370
TOI-1683.01,TOI-1683,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,3.05753560000,,,0,0.0365075930,,,0,2.63820000,0.27638700,-0.27638700,0,0.23510942,0.02463088,-0.02463088,0,,,,,,,,,,,,,,163.0560,,,0,929.25,,,0,,4402.00,,,0,0.700000,,,0,0.694661,,,0,,,,,,4.590000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h23m55.12s,65.9796504,+27d49m20.53s,27.8223701,51.18840000,0.13930000,-0.13850000,10.9700000,0.0300000,-0.0300000,8.0850000,0.0230000,-0.0230000,10.5084000,0.0003340,-0.0003340
TOI-1685 b,TOI-1685,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,0.66913924000,0.00000042000,-0.00000042000,0,0.0113800000,0.0003500000,-0.0003400000,0,1.46800000,0.05000000,-0.05100000,0,0.13096641,0.00446071,-0.00454992,0,3.03000000,0.33000000,-0.32000000,0,0.00953345,0.00103830,-0.00100683,0,Mass,0.000000,,,0,236.0000,15.0000,-15.0000,0,1062.00,27.00,-27.00,0,M2.65 V,3575.00,53.00,-53.00,0,0.455500,0.012800,-0.012800,0,0.454000,0.018000,-0.018000,0,0.3000,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080
TOI-1685 b,TOI-1685,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.66914060000,0.00000360000,-0.00000360000,0,,,,,1.70000000,0.07000000,-0.07000000,0,0.15166410,0.00624499,-0.00624499,0,3.09000000,0.59000000,-0.58000000,0,0.00972223,0.00185635,-0.00182488,0,Mass,0.000000,,,0,,,,,1069.00,16.00,-16.00,0,M3.0 V,3434.00,51.00,-51.00,0,0.492000,0.015000,-0.015000,0,0.495000,0.019000,-0.019000,0,-0.1300,0.1600,-0.1600,0,[Fe/H],4.850000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080
TOI-1685 b,TOI-1685,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EGGER_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A..28E/abstract target=ref>Egger et al. 2025</a>,0.66913923000,0.00000039000,-0.00000039000,0,0.0116400000,0.0009700000,-0.0009700000,0,1.42100000,0.06000000,-0.06000000,0,0.12677335,0.00535285,-0.00535285,0,3.07000000,0.34000000,-0.33000000,0,0.00965930,0.00106976,-0.00103830,0,Mass,,,,,213.0000,55.0000,-55.0000,0,1000.00,59.00,-59.00,0,M3 V,3470.00,102.00,-102.00,0,0.462000,0.013000,-0.013000,0,0.466000,0.019000,-0.019000,0,0.0100,0.1200,-0.1200,0,[Fe/H],4.680000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080
TOI-1685 b,TOI-1685,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>,0.66914160000,0.00000190000,-0.00000190000,0,0.0115570000,0.0000920000,-0.0000920000,0,1.45900000,0.06500000,-0.06500000,0,0.13016349,0.00579892,-0.00579892,0,3.43000000,0.93000000,-0.93000000,0,0.01079199,0.00292611,-0.00292611,0,Mass,0.000000,,,0,,,,,1052.00,26.00,-26.00,0,,3461.00,70.00,-70.00,0,0.459000,0.013000,-0.013000,0,0.460000,0.011000,-0.011000,0,0.1400,0.1200,-0.1200,0,[Fe/H],4.778000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080
TOI-1685 b,TOI-1685,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...49L/abstract target=ref>Luque et al. 2025</a>,0.66913924000,,,0,,,,,1.37000000,0.04000000,-0.04000000,0,0.12222342,0.00356857,-0.00356857,0,,,,,,,,,,0.000000,,,0,,,,,,,,,M2.5 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080
TOI-1685 b,TOI-1685,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BLUHM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..78B/abstract target=ref>Bluhm et al. 2021</a>,0.66914030000,0.00000230000,-0.00000210000,0,,,,,1.70000000,0.07000000,-0.07000000,0,0.15166410,0.00624499,-0.00624499,0,3.78000000,0.63000000,-0.63000000,0,0.01189321,0.00198220,-0.00198220,0,Mass,,,,,217.0000,13.0000,-13.0000,0,1069.00,16.00,-16.00,0,M3.0 V,3434.00,51.00,-51.00,0,0.492000,0.015000,-0.015000,0,0.495000,0.019000,-0.019000,0,-0.1300,0.1600,-0.1600,0,[Fe/H],4.850000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080
TOI-169 b,TOI-169,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,2.25544770000,0.00000630000,-0.00000630000,0,0.0352400000,0.0006900000,-0.0007900000,0,12.17297400,0.90792900,-0.53803200,0,1.08600000,0.08100000,-0.04800000,0,251.40353000,20.34112000,-19.06980000,0,0.79100000,0.06400000,-0.06000000,0,Mass,0.000000,,,0,1443.0000,73.0000,-66.0000,0,1715.00,22.00,-20.00,0,G1 V,5880.00,54.00,-49.00,0,1.288000,0.020000,-0.019000,0,1.147000,0.069000,-0.075000,0,0.2400,0.0900,-0.0900,0,[Fe/H],4.278000,0.029000,-0.033000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452,407.84000000,4.23700000,-4.15200000,12.3550000,0.0460000,-0.0460000,10.8150000,0.0240000,-0.0240000,12.2379000,0.0001880,-0.0001880
TOI-169 b,TOI-169,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,2.25544540000,0.00000440000,-0.00000440000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1 V,5880.00,54.00,-49.00,0,1.288000,0.020000,-0.019000,0,1.147000,0.069000,-0.075000,0,0.2400,0.0900,-0.0900,0,[Fe/H],4.278000,0.029000,-0.033000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452,407.84000000,4.23700000,-4.15200000,12.3550000,0.0460000,-0.0460000,10.8150000,0.0240000,-0.0240000,12.2379000,0.0001880,-0.0001880
TOI-169 b,TOI-169,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,2.25544580000,0.00000370000,-0.00000380000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G1 V,5880.00,54.00,-49.00,0,1.288000,0.020000,-0.019000,0,1.147000,0.069000,-0.075000,0,0.2400,0.0900,-0.0900,0,[Fe/H],4.278000,0.029000,-0.033000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452,407.84000000,4.23700000,-4.15200000,12.3550000,0.0460000,-0.0460000,10.8150000,0.0240000,-0.0240000,12.2379000,0.0001880,-0.0001880
TOI-1691 b,TOI-1691,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,16.73688893500,0.00001819600,-0.00001823700,0,0.1293650000,0.0057260000,-0.0062680000,0,3.66000000,0.23600000,-0.20700000,0,0.32652389,0.02105455,-0.01846733,0,,,,,,,,,,,,,,59.1300,12.3100,-10.2000,0,,,,,,5759.00,187.00,-187.00,0,1.000000,0.050000,-0.050000,0,1.030000,0.140000,-0.140000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h09m36.99s,272.4041179,+86d51m37.23s,86.8603430,111.44500000,0.37000000,-0.36700000,10.1340000,0.0040000,-0.0040000,8.5350000,0.0240000,-0.0240000,9.9730200,0.0002500,-0.0002500
TOI-1691 b,TOI-1691,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.73690000000,0.00003000000,-0.00003000000,0,0.1260000000,0.0030000000,-0.0030000000,0,3.56505068,0.10707323,-0.08697536,0,0.31805307,0.00955245,-0.00775944,0,14.60000000,5.40000000,-5.30000000,0,0.04593674,0.01699030,-0.01667566,0,Mass,0.000000,,,0,,,,,703.49,12.72,-12.04,0,,5642.00,81.00,-75.00,0,1.009000,0.018500,-0.018300,0,0.958100,0.035800,-0.034000,0,0.0520,0.0550,-0.0590,0,[Fe/H],4.409000,0.025000,-0.025000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h09m36.99s,272.4041179,+86d51m37.23s,86.8603430,111.44500000,0.37000000,-0.36700000,10.1340000,0.0040000,-0.0040000,8.5350000,0.0240000,-0.0240000,9.9730200,0.0002500,-0.0002500
TOI-1693 b,TOI-1693,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.76669570000,0.00000540000,-0.00000540000,0,0.0226000000,0.0004000000,-0.0004000000,0,1.41000000,0.10000000,-0.10000000,0,0.12579199,0.00892142,-0.00892142,0,,,,,,,,,,,,,,,,,,764.00,19.00,-19.00,0,,3499.00,70.00,-70.00,0,0.460000,0.010000,-0.010000,0,0.490000,0.030000,-0.030000,0,,,,,,4.800000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h01m14.00s,90.3083455,+34d46m23.13s,34.7730904,30.79470000,0.03910000,-0.03910000,12.9620000,0.0690000,-0.0690000,8.3310000,0.0210000,-0.0210000,11.8373000,0.0005200,-0.0005200
TOI-1695 b,TOI-1695,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CHERUBIM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106445C/abstract target=ref>Cherubim et al. 2022</a>,3.13427910000,0.00000710000,-0.00000630000,0,0.0335480000,0.0002600000,-0.0002680000,0,1.90000000,0.16000000,-0.14000000,0,0.16950694,0.01427427,-0.01248998,0,6.36000000,1.00000000,-1.00000000,0,0.02001080,0.00314635,-0.00314635,0,Mass,0.097000,,,1,39.0000,3.0000,-3.0000,0,698.00,14.00,-14.00,0,M1 V,3690.00,50.00,-50.00,0,0.515000,0.015000,-0.015000,0,0.513000,0.012000,-0.012000,0,0.0000,0.5000,-0.5000,0,[Fe/H],4.725000,0.027000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.13090000,0.06805000,-0.06805000,12.9890000,0.0810000,-0.0810000,8.8180000,0.0210000,-0.0210000,12.1364000,0.0004600,-0.0004600
TOI-1695 b,TOI-1695,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KIEFER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221106205K/abstract target=ref>Kiefer et al. 2022</a>,3.13427900000,0.00000720000,-0.00000720000,0,,,,,2.03000000,0.18000000,-0.18000000,0,0.18110478,0.01605855,-0.01605855,0,5.50000000,1.00000000,-1.00000000,0,0.01730494,0.00314635,-0.00314635,0,Mass,0.000000,,,0,27.0000,17.0000,-17.0000,0,590.00,90.00,-90.00,0,,3650.00,40.00,-40.00,0,0.530000,0.020000,-0.020000,0,0.540000,0.030000,-0.030000,0,0.0000,0.1000,-0.1000,0,[Fe/H],4.720000,0.140000,-0.140000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.13090000,0.06805000,-0.06805000,12.9890000,0.0810000,-0.0810000,8.8180000,0.0210000,-0.0210000,12.1364000,0.0004600,-0.0004600
TOI-1696 b,TOI-1696,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,2.50031100000,0.00000400000,-0.00000400000,0,0.0229000000,0.0002000000,-0.0002000000,0,3.09000000,0.11000000,-0.11000000,0,0.27567181,0.00981356,-0.00981356,0,48.80000000,,,1,0.15354197,,,1,Mass,,,,,,,,,489.00,13.00,-13.00,0,M5V,3185.00,76.00,-76.00,0,0.277500,0.008000,-0.008000,0,0.255000,0.006600,-0.006600,0,0.3360,0.0600,-0.0600,0,[Fe/H],4.959000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m07.36s,65.2806480,+48d49m11.39s,48.8198312,64.91720000,0.35810000,-0.35440000,16.8200000,1.1330000,-1.1330000,11.3310000,0.0230000,-0.0230000,15.3314000,0.0004210,-0.0004210
TOI-1696 b,TOI-1696,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220409063B/abstract target=ref>Beard et al. 2022</a>,2.50031000000,0.00002000000,-0.00002000000,0,0.0235000000,0.0006000000,-0.0006000000,0,3.24000000,0.12000000,-0.12000000,0,0.28905394,0.01070570,-0.01070570,0,56.60000000,,,1,0.17808352,,,1,Mass,0.000000,,,0,13.5000,0.7000,-0.7000,0,533.00,7.00,-7.00,0,,3168.00,39.00,-35.00,0,0.287000,0.008000,-0.008000,0,0.270000,0.020000,-0.020000,0,0.1900,0.0900,-0.0900,0,[Fe/H],4.960000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m07.36s,65.2806480,+48d49m11.39s,48.8198312,64.91720000,0.35810000,-0.35440000,16.8200000,1.1330000,-1.1330000,11.3310000,0.0230000,-0.0230000,15.3314000,0.0004210,-0.0004210
